ID,price
3118,1279309.5376070738
5737,2844201.8261528416
4642,4031495.501663171
8425,1447171.6347437024
2245,4731966.750269984
12248,1047370.9272719888
2533,894554.5934723518
3134,1310780.7832556884
5871,2303404.3047407856
9331,2674520.965359318
959,2035879.8358621516
2753,2554186.687781516
2887,2095702.9610562623
11710,2230292.723643796
5279,3421067.6818418084
3249,1320897.5805045343
9711,2413975.509229203
5061,2068394.171514043
2493,1875221.4928086814
627,2611804.392279224
2618,1115271.8387365353
4698,1275786.5484801494
1575,1984333.905205937
425,937257.1445708337
944,1432184.067806008
3508,1535443.8821748823
3674,1720045.6415917552
3351,802264.2556687527
1348,838167.2856727798
1421,952929.2851754501
9134,1052694.1170967778
6348,2493326.626023751
1277,2361662.2934525376
1152,1131835.3665148118
7783,2471076.226230393
29,2774262.923493106
11244,965574.8781725462
5924,5593655.742888113
3001,3890997.444021292
4587,1717275.3734769556
8303,2899292.757917632
2439,1447314.4955272577
3060,3379345.8584402082
8575,5501556.667037734
11031,1172648.9046348515
2056,2651621.2080900357
8657,1346585.2817027757
7669,2487099.732708072
371,2410544.500445027
3985,1694121.8241960057
279,1527257.8538973078
2964,1733759.3021626957
5411,1097845.2590540012
4555,2608740.1180271376
3310,3722921.548312309
2340,1120525.7430436222
2139,1116823.8781783832
578,1570440.7115655972
2263,1021659.6124322137
11168,3297518.18143858
8198,1672580.8190300087
6174,2182003.349820851
7566,1191064.41529407
5106,3007547.5343796727
1977,1847159.3049761022
5663,2593592.636383007
1398,2171681.661055295
2207,1232656.3425983072
1987,985584.6772491597
70,2134784.723720775
12282,4130942.02293142
5913,6129448.108731482
6506,1350281.6911958926
3957,2248767.118466973
881,1104223.1208562886
1599,1005385.8194733056
1989,4306175.072526377
1719,1450985.8215440323
3669,1184715.3145735876
7029,2309067.920970033
3537,3055781.069530918
8590,2425021.47425365
2974,2143568.277786322
431,4231058.081355259
12647,2683460.7412758013
2062,2928792.913863056
8040,1890512.7230002633
7744,2294129.936700858
6155,2538612.829391342
98,1865825.3936602476
3514,1414231.0526455627
776,1415173.595352759
3678,883885.4659841141
2529,1158357.2940205391
1806,2025670.847020982
6359,1327787.3781676637
200,983662.3043997461
1477,2495717.256625404
1679,3029307.8400826463
2323,2170929.5664910213
917,1290900.262340993
430,982285.4418648089
3723,1369561.4312420706
6665,1379464.918527935
2719,1076889.025241475
10429,1054341.2846537246
428,1775507.246156485
3995,1480030.3478017119
393,931295.3790454669
2336,2302217.335674975
2107,1069152.692136984
1242,859678.0661309494
7616,2456700.2397697857
11586,2816009.0652350597
762,1039708.0083859076
1677,1621673.796457028
9356,1457352.0087246178
4810,2847870.811255601
1643,2363105.2689625905
1977,2171439.9148267317
1102,1289258.2535205414
2231,3653935.047652412
6369,1904240.989653427
8299,4265054.226026396
9088,2637342.1280804677
12140,1355306.203248442
89,8555943.206160232
12948,3327883.976102869
2387,2649737.4307067
9454,3107983.6569505013
10957,2691365.9194350364
6075,1802880.4869241593
2665,1425688.11592676
6511,3007488.3625875264
3180,1490405.8657659579
4079,3046912.5879473793
7372,3974115.65434414
10509,1429492.6707047392
3302,3372093.0290805995
10714,1687237.1790125477
1794,1509850.0614877953
6467,1869344.9272805953
10015,2179776.31691536
12005,2247231.2902747532
11832,1260352.724485904
7524,2188111.4741339856
680,2731223.1691976218
376,4477005.507276754
8563,2139057.5179905244
2826,969946.1693515858
11426,3427044.813500162
6426,2440638.518298389
649,5370668.5979455095
2190,2103978.143627982
11071,2793309.152507217
738,939075.5074431829
3915,3066157.2931931913
2056,1589065.8066623993
11297,2011478.8523499942
2113,2004803.329311809
1235,1005196.3865000951
12351,2144872.1220252365
995,959661.2375436375
857,1565454.2558474245
1559,1744129.4368687335
7580,2513896.287652781
716,887304.8337288138
3161,2234943.471788559
6287,2908613.6244694763
3061,1677278.055220484
2715,1977461.7040371231
8652,2955000.604300493
8978,1695890.8492537534
11641,4604460.706726206
4811,2426768.6265744367
132,2458517.740338274
3930,1986388.867902515
12963,3600553.6951444694
3625,1043383.4411053167
2256,1344736.6391487727
11883,1732167.2247714268
1393,5110155.240928229
778,2505244.7533199713
333,1108365.4567903122
2259,1310513.6322526168
4898,3453724.6957562207
975,898266.6854184909
2130,2935329.8138302434
12336,2256753.4156668666
12354,3695187.630521578
1707,1105421.8182726593
432,2009288.8969062548
1815,1613991.305469863
12357,2049124.4216996597
11140,3621971.401793652
9197,1470859.7157956169
10500,3290999.1399135254
12701,2167151.102567675
12111,2856174.099367084
11150,1832407.8814939403
1933,2698629.6951366668
4617,5848467.245050517
12312,3024151.924971406
7129,2401592.1076602484
5744,3204097.6536123394
3903,3995801.96475709
3017,3221331.6010335535
8723,4156065.8589327116
3629,1827852.5248984443
2638,993345.9479314075
1632,1542519.7167087228
3922,1608811.8643207299
2216,1055959.992262131
5267,4775081.1162217185
11091,1359604.8114389626
4964,2829118.2132832315
678,1114851.027744438
4678,1286581.9578824502
9836,1700858.7274291448
8905,3442184.269712534
3150,1093270.284522681
1805,2552358.0781048923
11262,1921713.9410131243
8024,2976354.1053967136
12988,1648964.3995235132
1611,1400231.3736328138
3466,1295569.7457100179
2127,1159860.6088195844
497,3131079.077571585
1647,1030056.4016998695
2848,1085039.0037040014
293,1675987.339759363
7256,2385684.5939273457
9063,1738637.8924030878
6441,2666339.317511054
47,2732167.8343225564
5323,1223149.5009419841
6487,1719660.7299026637
1948,1987183.1299793196
1659,2310827.159502331
1213,1245593.8602624207
11663,3244419.749932926
3954,3170726.433901632
724,2018118.1050878365
1930,1494251.044897145
7833,1053303.6120902437
814,1703634.1822470585
12190,1676477.0153431534
4080,1817791.2100819265
11344,2585135.314678247
272,1634234.4342777575
10180,1042738.1569320745
6099,3322157.7673571287
5797,1942802.3746275485
7476,2390566.142531268
833,2458683.885487043
5545,2195650.0375226857
630,2021116.892245221
1502,1466106.089414905
12148,1911988.7408800656
1605,1672531.2562152818
2365,1244436.5325715912
12494,2001023.135010845
6244,2639592.9520363384
3130,1327672.93312217
1870,1496616.2959630126
10144,1571286.8021604018
3752,1069609.5443568986
5798,3760802.404172219
1765,1557907.3792927319
11929,4533453.6556071155
3241,2950306.565231036
8324,3198355.4383464223
2688,1019415.9881913366
2912,2396204.218836707
6742,4501160.926044458
2694,2401675.5807545306
5237,1115112.9540290623
9138,2952129.7863879343
1773,1471303.0945519442
3607,1627207.3835928277
3968,1735418.801135928
1140,2268003.0257497146
9624,1048339.6643419978
8311,2113224.379060829
202,4297716.705578351
2982,944979.2284832796
180,2024244.6582426117
3157,1510059.7982717098
2959,2062008.949532555
1436,1423888.7182343502
10813,3854125.0437021577
7478,2159879.69448415
10467,2866931.1064861454
5901,3437743.5523059526
5981,1585421.6290941024
8065,3434956.2010507924
190,1097626.7550574
6240,2384084.0368834743
1935,3156114.9017774067
2952,1016267.7695859415
8170,2055139.2810572605
710,1450988.702072382
667,1055072.8445056165
543,4469161.738458303
3688,1046060.1793784616
3302,2086938.3656700698
664,1280402.2658975576
7706,2360490.6244294485
2076,2412354.588683304
2500,4043721.0500900005
2020,1603744.7934659657
1913,1398781.9665647685
3160,4460825.609553126
11817,1565639.6183756306
5955,1759424.9672000043
4195,1331031.1289238299
939,2445827.7547931406
7386,1776445.264581634
12448,1821330.0837099208
163,1397993.7694563891
831,1769843.974284476
1634,1859393.488345561
495,1307167.504489264
3411,1753567.3021782166
8095,1595905.8536753468
2251,1384988.6572845378
1891,1282089.13351394
7473,2170273.625644828
8557,1413723.2859328636
5766,1987360.3232452963
9849,2064730.8542655515
12269,2321755.85097664
5402,3088712.389767827
3601,2077659.6011487623
9895,1292697.2175268042
3909,1196136.835359802
10595,2084817.8533055978
460,3755519.555096311
2883,944450.224970891
2405,1027053.5332331216
2969,1668495.3522000676
268,1520117.4788866625
558,2463372.6727531007
10556,1572271.424243171
5476,2108251.026517623
8017,1813395.663745904
4865,2138871.8699979773
11378,1910626.5256920578
1364,2514298.747253542
3185,1807060.814127373
12622,1379073.040495051
1135,1736931.931041797
505,3370546.166472749
6459,1832827.6072918521
10303,2302579.5128948027
11899,1447865.9250249974
3116,1076647.314544519
10073,2108476.2301255004
3393,1298904.0120518184
860,2057370.1693444427
2410,1704717.868494652
5662,2339079.686733808
2210,1502944.447661721
500,2393051.5214465507
1487,1376680.216537527
1971,1394483.2555494881
9792,3728668.8978871363
1768,1373789.457739267
1871,1085028.996386501
12803,2152822.2516937368
3923,1581585.3283769127
431,1137108.8122954364
3151,1492344.2595946537
4653,2677331.16269929
9918,4490822.909991581
134,3590957.48104692
6377,3079690.0862847087
3233,3941492.2739046235
1580,866141.7907478147
3384,2080199.4773136918
7289,5167101.466004135
9381,1456640.312750362
12592,2470676.5864235293
587,1798190.5045568552
7607,2953770.661491912
6963,2415386.357260751
8521,2953793.525044585
10499,2784006.2118435064
12036,2265841.998618361
7020,2545069.9876751173
8743,3281955.643286439
12157,1888592.522792563
11239,1646339.7653091669
3663,3027864.4235477936
9637,3192454.8528506774
8276,1422428.83096427
3010,6602936.6310285935
2409,1552687.926126833
6257,1510821.256569638
2017,1274871.1201999495
12678,3532233.147288489
6112,3688650.9061927954
2189,1008868.1351214318
1080,1730467.2055886996
2690,1443281.1159663198
6163,2080230.641544812
5107,1689553.271527578
322,933251.501100063
6522,3450788.389137955
2068,2870802.3064668938
3792,1062542.7959153943
2882,2201203.247505194
5589,1348855.3011488651
5400,1470833.0601502475
2114,2164217.2789258524
111,2559225.12767654
4343,4315118.449353607
1712,3048247.377395349
548,603428.8931412046
3872,999055.5568203422
7453,1596221.944713054
3551,2710068.178930721
2332,1683426.2168195662
1934,2290268.1978952284
9736,1702863.9293759689
1182,3110208.8679609126
508,1427063.1113937306
11486,3085728.0103092203
8871,2788358.129898765
2011,1745625.0821661693
4175,1075673.4919066383
1323,1401101.488382902
10789,3019578.2879017005
6130,2663689.6553907334
435,2721586.4498054404
10805,1454525.669248217
3055,1746915.5377483303
6164,1971198.2369894066
5656,2486684.5059101186
7336,2758380.1627611322
4469,1959360.418206734
2136,1350546.6346138616
5535,3263744.1553585115
1231,2640720.323452939
11272,3087825.6551360153
1021,1135796.2502127097
2761,1295012.1813524796
4704,1808392.0889672046
2705,1444717.448394129
435,2706652.1711015156
7989,3568304.0777492113
2544,1425460.091087404
3767,1536323.0640929868
7294,1751339.13220978
11474,1400332.0630357557
2330,1842987.6191468826
6619,1462977.4050874829
6490,2958082.939635667
63,2545719.4032359472
967,3005879.519063295
9740,2452949.2386517967
1763,2068391.651410947
9782,2275246.370020583
2731,1458779.7039675682
343,1600047.8836669647
561,1112232.4042869029
6501,1817789.1870962344
10554,1070922.7694379522
2074,1089401.1258523932
12584,3284432.3415358514
1873,2179567.1636147145
1213,986057.6053050131
5906,2919989.5331657315
3139,1210436.3281228254
4940,2793600.6913197935
2446,1792806.7908598296
835,1045912.9977360027
10184,1387159.8233216135
11460,2087838.6497028547
2817,4895684.183686149
10662,2902373.362489875
9273,1875242.6374429702
219,1620022.4793861192
12943,2317901.4014157834
1058,1886405.9966944042
788,1360648.6716962794
1160,1233329.645936735
2653,3114445.2979347305
10599,6281030.076823007
5800,3751099.3112336528
131,3765846.9181604665
3095,3494588.9077798077
1823,2304003.7260641125
5447,4247602.6278581945
12900,927737.860958748
1316,1946530.7847079136
319,1934483.0508492645
10480,2029882.6769228785
574,1061469.828666261
2822,2564156.212694306
9437,1839982.1835088392
4272,4119011.8039807924
1782,2588237.7563683414
11922,1663141.1107343896
11326,1187560.9050414767
1804,2127316.390456937
2003,3387000.7126970626
7570,4205590.787205619
9632,2653026.899730956
74,2504194.533709839
7627,1520958.4467170287
11876,1466420.7975218825
1285,1758491.5043524536
2212,1810488.3760965245
2104,2465851.7161889053
2659,2747242.411705585
1178,1582890.808735225
3876,1283034.5127538722
677,1047022.5151093227
6856,1627766.1963872868
4256,3264843.3738969387
12061,1325845.2466871818
1948,1835492.5576851745
12461,4166638.532219612
2673,2269285.7730991347
11313,1472448.590263334
2597,1993387.035433907
457,994695.4737940753
1430,1124793.6094467945
8795,4551080.364270597
10465,957124.95450071
9807,3035564.110341663
1936,1487827.6006935157
10108,999457.3226743061
2310,2006001.0170858505
10840,2513620.862596762
6251,1214953.4900447414
1811,5196627.302750588
12972,3380001.162078804
12258,3355734.3483811133
1830,1054415.4858927394
8947,2021184.07022327
4771,1172754.5714741484
838,1378696.28937609
2193,1034382.2137853986
11547,1665439.6838846009
1058,2391871.4552204646
4039,3226086.454407294
1462,1652600.6160969506
8680,1396783.0888050885
6921,3261755.908320315
1385,1073299.4864532482
410,1136335.219846514
8002,2086972.576609746
10165,1721330.0414678277
351,1648724.8314465396
1135,847969.3273856671
3838,3634393.5235910136
1287,4427410.151101812
3704,1416925.3495166735
11620,2253127.8522391315
5601,2330352.7902621813
429,2460605.262101981
390,1156773.313853647
100,1332617.252511091
10524,2168075.2005240894
12626,1504351.278123301
3230,2236604.5566492886
9761,2144640.7691121385
7283,1942023.9917150347
1024,1974004.1364852306
204,1606735.9596330044
11060,1602693.722370269
10291,1217611.4602903747
3743,2697391.511641418
2592,1579869.8350441528
9023,3037684.64288097
11890,2507255.248550652
6321,2006211.7322704336
1635,2266196.8941932037
1501,1361110.0034834594
11908,3018820.889273679
1103,2341150.15615212
1706,1732407.2940666585
12992,2134518.0968852267
1679,1110297.2862325383
2914,3594289.032955394
5886,4167628.0856554946
3309,3510951.861105282
9983,2430931.6425425173
10866,2892690.4567157193
12463,2492289.3063809373
9921,1352200.8927668065
9528,2257658.145912805
8552,1193325.719267953
11997,5383955.34692935
8663,1392895.4982306957
4638,1729165.465753993
247,1004619.5875126199
2111,1306349.0822426728
2790,2601600.8088892256
1935,1622380.1891434463
7861,1336168.5753765677
8018,2815247.439794993
9560,1858480.4541155428
12985,1507626.1333323508
2944,1341727.3071822308
379,2081310.8971685143
10391,2585297.2963326536
2871,875243.377059642
1077,3615796.3884874703
3339,2512825.6688385964
476,2053430.7072827492
1235,940829.6315665653
2543,1000440.7420992928
50,2654670.3794601383
10897,3111456.627960685
4624,2705496.4937755666
1752,2011421.868645061
1490,2284797.526020115
3539,947541.8790632965
11184,1286532.072698766
3867,3297446.5160265327
609,976228.0858178629
8666,1277682.7653542713
5641,2508869.365078851
1376,2220810.3577826354
11866,2505914.786279196
3832,1476554.124558004
3371,2300273.0474882787
327,1502333.777780834
93,1743836.0455533655
2066,1738481.0219436092
1258,1762040.1409257452
6068,1386748.815286325
1106,1773805.2041782332
1010,3865067.613215128
175,3061568.632724544
9972,1357048.808154173
9963,2625095.673527178
12114,2669880.116856662
2204,1887498.4404633045
792,2823272.5573344883
288,1306145.2725946682
1423,2944824.9646843225
5514,1509927.0061087878
11875,3245931.4193459507
3955,3067465.2348671523
6193,2984307.4302818896
7041,1397701.4306314443
3317,1091958.4900541513
784,3535256.426713674
8629,1879139.2435251996
8620,4294468.726835713
8103,3468128.9810195444
2801,1526023.3382569605
8798,1474795.6593963811
2569,1439388.8186711436
3005,1763402.0869714064
398,1139628.4685446806
5046,4432707.310037477
4847,1340319.5780773358
4917,2209645.506987644
615,2095001.0121481558
3047,1141838.1990053547
10407,2552818.3885418475
6145,1349789.0500561462
1161,1382691.1987286813
162,2064238.3653180306
9438,3223065.6317867376
12852,2857569.40179774
6389,1810709.0998953697
8115,2031121.0546348153
7578,1731976.8342202825
1044,1126062.748455296
1111,2384730.8115175855
1394,1033884.5978853983
1311,3387564.303429334
5018,1583165.80006267
4789,4089686.7057099133
577,2523407.732829909
5043,1965607.2263751917
1072,2615959.3336327956
6541,2872610.892844174
7698,2640449.800507468
642,977032.0967890355
6667,2118884.9768941514
6388,1164125.327766148
3809,1628338.0907976558
8445,2963046.9797851443
1045,2377221.9782227566
9038,1717184.9652374014
1431,1144040.7303023573
2448,1626227.7408109887
3348,3043361.651246122
3412,1305899.4325252164
4478,1221480.2234826975
10821,1757888.8317097458
6759,3055240.415053069
5318,2455720.5102253705
3322,1531792.0999958788
1047,2787334.5421229736
2272,2236080.6949654915
8808,1058404.415202612
6987,2613656.0007554223
3031,1457151.3965358974
1372,2281475.968554871
11810,2233641.0202765632
870,1708207.2134131724
5742,4502642.3527759
1386,1941772.32441682
2266,889183.4255833083
4279,2710693.844902606
1454,1031775.0010669966
903,2242302.4720390034
6594,2986918.733414414
750,1389643.4155167236
142,2621478.7633090694
12371,4079664.9249023236
1617,1616750.362206612
4640,1949077.554732501
4569,1362126.4731234603
316,1455484.0044120743
10926,2985660.997683624
2374,1038546.6954534838
12550,1306031.4708784497
709,3123156.995743547
158,1809203.881542918
1429,1632147.6180659
3854,2457407.7301574624
2863,1020426.0876605973
10621,1527952.884265453
4289,2300798.509257823
6055,1767225.8594851233
9832,2374728.1436652546
2693,2555589.1454376215
7011,1288555.4870272442
2688,1709137.2420416246
10259,3994053.8067268836
10235,1071278.9991965785
9786,2961769.431330856
3014,2836616.305690086
9434,1692376.0732049956
9764,2575075.353318356
2423,1940513.088559687
651,1292814.6239581984
3610,1426956.1684476093
1899,2013323.595050034
1063,1490276.4860677058
4294,1746607.973225245
1422,1978093.665407938
10612,1229985.2006614334
4837,1347592.7238364313
4501,2332822.9309083964
10549,2196662.757327903
1114,1421472.4780534266
88,1599468.6108763262
7817,5455255.88058244
1980,2591178.41140959
1151,3182574.2364552333
2404,1535249.6764275704
4641,3235487.0427269363
2942,5513845.445918967
607,1844558.2639167022
4293,2351541.2601658674
5274,1004190.2286046997
2701,2629062.1965769976
445,1472381.7236534988
7846,2700218.9698548694
1138,1956498.3073768858
7784,1552509.743514199
11617,3292352.2907131137
1483,964776.5280408828
11159,1711827.212398443
8513,1582638.4564493399
8892,1329310.8896540487
2759,2159332.3352538715
4645,2082403.6002980862
2505,1618940.624438684
2017,1562582.254905767
9450,3461955.967772948
2271,1722461.2371864757
2548,1544806.9383179087
541,2079013.833318606
2449,1546162.0791571755
8912,1445088.9123697279
3996,1589390.2633963241
3866,1318098.5434308832
2885,2393319.6182592413
2111,891732.3908458996
95,2058535.5604934765
3071,2134044.1782508716
10344,1293952.8047103686
160,1059832.478911362
1039,1107183.4300273375
1306,2302214.333113596
2725,1732962.2552839005
868,1131389.0433305628
11937,1401426.8948034544
2177,874409.1514435057
4366,1182644.4149734126
2742,4067692.8023599526
12845,3291266.0976080955
624,4487866.395656359
1659,3312978.2982270764
6569,1009787.4417918494
179,2090304.5625892377
12103,3098076.3225017055
450,1440224.79382973
5796,1999881.7506460382
2573,3078864.5887307334
4685,1558527.4085524948
1325,1305884.9348170685
2623,1956214.3932106306
3088,1093912.5486957068
8992,3385839.4254047656
9195,1558059.2944102802
2862,1213882.6828512016
4097,1404735.051605933
12294,1267304.5421073046
1600,2004923.1895376274
8716,2778985.1802829215
11537,909855.8420621575
7663,1111131.4784393655
1206,1107502.6219252923
2184,2425500.731090173
3525,3303283.0318469848
9221,3258649.1111378134
2166,914053.3743251668
3445,2956173.501576948
2278,2049382.5885951614
4525,1369830.129464875
1354,2287994.7928252527
10348,3239290.1140285046
2023,2579447.108563401
1672,1286277.2700713747
531,1172394.6225862715
2048,2840245.64247057
429,1359001.5589634718
9757,3774451.298118136
8636,1501985.012485684
7959,3489219.541164846
2886,2094155.1924208908
679,1451504.3593470682
1270,2045156.4078421753
1618,2746089.829924113
1033,1873702.9766304016
4672,1461035.645121549
5523,1550381.391815885
2398,2358266.381875368
1028,2359714.911877403
459,2292434.8041201415
11788,1910365.284859083
3931,1867049.52735725
410,1685834.5952442808
721,3137659.276749335
1490,3909112.5124381403
2979,1202022.524492369
1967,1570146.935409144
3898,2018472.6916074876
929,2749284.9602015363
398,2617491.4268763005
3304,1135784.2444445896
2264,2444095.043192362
5436,2488850.9668233762
5225,2655280.203521342
8587,2837539.64120371
4849,4451972.524414567
499,1130289.8168939871
1460,1951403.9813275945
2464,972230.0853405887
2683,1945372.6391481773
9029,3546369.4801994157
3188,1682599.1978854754
1737,1034463.3415581258
549,4004715.169568348
1390,909173.328167939
10437,2777300.6705685174
2787,998962.7547324103
4062,3466066.9501551855
777,1396166.9379172842
5135,1781539.7300444855
3521,1199818.8757672496
2750,1007423.7957205686
12286,2716821.503491392
3857,1851715.9223740937
578,2310869.606314001
1944,2014464.1378460857
3511,1903049.705955423
3262,1335330.7032359669
1148,1060122.6652037941
11137,2490632.5849335287
2426,4714412.355676287
12440,1511065.5614594782
2704,5391127.873313336
1222,1515095.6428217767
2707,1209063.2896321716
10643,2659010.7332776827
2534,1270118.1830535494
1777,1686645.0852798594
2331,1246244.2023932077
12938,3237598.258230179
1139,1388001.1382041012
1636,1246633.934928802
3224,2764978.166193518
5747,2348496.7081460105
604,3112080.772192036
1346,2365877.786032664
9891,2576421.210341044
2653,2004578.0907077892
10722,2471943.7706455295
2214,1313274.0506263226
8519,2333039.067718008
3869,3575833.906196297
780,937547.8816792748
5483,2507747.7863508593
2495,2021282.7298603242
251,1308976.4170253123
8327,3004306.916122871
9610,2112608.2373993564
2949,2034264.931195094
3713,2478731.9886036906
2281,2246192.260899086
1704,2073585.2276967308
2849,1860009.6466635687
11160,1273749.3078368704
5196,2782895.941632293
901,1581468.4943769157
2204,1005825.4435846929
2348,980102.0466129284
11923,1826186.2750728757
3286,2038869.2365521428
12299,1427214.417486617
1181,2499348.429418055
8251,1722320.6515146545
2897,1622229.9736719744
12548,1909087.5698214588
2794,821005.8710069478
2835,966281.7733119489
1115,2481510.444815849
9351,1428372.405190033
12288,3164503.6632169993
6764,1607502.3264454047
2009,7234947.412945497
1484,870198.6745254912
12829,1675950.6610456812
610,858488.6380765976
2018,1026517.7382579875
8818,2520634.748012165
2270,1297515.6323492883
7844,2514812.364955488
1755,1248594.0090442444
3485,1226627.8566084157
2501,1462510.9624018937
2953,1118742.9028875218
1395,711225.73680337
2171,1213289.049946693
687,1236906.9764413086
1644,2396082.9682573793
1697,1634953.8488320482
3814,1504783.7563485636
2740,1286235.6588035969
2793,1805535.365666231
